env_name,model_type,max_depth,is_reweight,avg_reward,avg_time,wind_power,turbulence_power
LunarLander-v2,DDQN,,,140.72245740784123,44.050036462938884,False,True,-10.0,2.0,0.0
LunarLander-v2,decision_tree,1,False,-112.08592371661824,30.470767484390848,False,True,-10.0,2.0,0.0
LunarLander-v2,decision_tree,1,True,-147.01168306348782,30.30553006777044,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_logistic,1,False,162.83032963635497,14.027126212883461,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_logistic,1,True,66.64468686420878,14.188137596784927,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_ridge,1,False,164.75291228553326,36.74793023743773,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_ridge,1,True,103.97907260939651,36.77157278011115,False,True,-10.0,2.0,0.0
LunarLander-v2,decision_tree,2,False,-50.537564786818656,30.54821652877946,False,True,-10.0,2.0,0.0
LunarLander-v2,decision_tree,2,True,-93.06764152196595,29.64161886105611,False,True,-10.0,2.0,0.0
LunarLander-v2,decision_tree,4,False,-155.7775705893734,29.969771238836735,False,True,-10.0,2.0,0.0
LunarLander-v2,decision_tree,4,True,-54.6480677121233,30.93380042837344,False,True,-10.0,2.0,0.0
LunarLander-v2,decision_tree,6,False,-103.31889111834444,30.31176843537761,False,True,-10.0,2.0,0.0
LunarLander-v2,decision_tree,6,True,-26.567675317934917,30.522624877377666,False,True,-10.0,2.0,0.0
LunarLander-v2,decision_tree,8,False,-19.044295017229082,30.484907292362703,False,True,-10.0,2.0,0.0
LunarLander-v2,decision_tree,8,True,-10.786320901136852,30.227204730256563,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_logistic,2,False,84.05886830229772,25.90461563104501,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_logistic,2,True,97.66270854036733,25.703652568339876,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_logistic,4,False,120.51476191828411,53.25147172213788,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_logistic,4,True,131.64983542586728,54.233161865862705,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_logistic,6,False,112.86077786340579,46.82873685892648,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_logistic,6,True,165.0850653059887,53.253277715156926,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_logistic,8,False,125.78427774146371,54.430165338913234,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_logistic,8,True,142.27115693332476,55.42181916856464,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_ridge,2,False,66.90556019913976,49.23698568473242,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_ridge,2,True,82.36024037076777,49.194710909714104,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_ridge,4,False,82.8677676565808,70.73370230176329,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_ridge,4,True,95.04722560766484,77.64367711417171,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_ridge,6,False,84.65786065365607,81.05029444270707,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_ridge,6,True,118.51844745282531,78.79533113342679,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_ridge,8,False,22.47651802995577,76.79932490456581,False,True,-10.0,2.0,0.0
LunarLander-v2,linear_tree_ridge,8,True,89.9153933664049,70.65670143052412,False,True,-10.0,2.0,0.0
LunarLander-v2,DDQN,,,133.20816434624354,45.79290076711852,False,True,-10.0,2.0,5.0
LunarLander-v2,decision_tree,1,False,-113.98633520629775,31.33086299562027,False,True,-10.0,2.0,5.0
LunarLander-v2,decision_tree,1,True,-150.7562849692857,31.650551071279338,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_logistic,1,False,135.95788010227108,14.87753828463385,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_logistic,1,True,59.63322499203866,15.042442940970215,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_ridge,1,False,138.70948425697023,39.20396061833031,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_ridge,1,True,108.4102427527696,38.816279013548126,False,True,-10.0,2.0,5.0
LunarLander-v2,decision_tree,2,False,-53.13564303293284,31.097593026576206,False,True,-10.0,2.0,5.0
LunarLander-v2,decision_tree,2,True,-92.78961248786874,31.09133108597713,False,True,-10.0,2.0,5.0
LunarLander-v2,decision_tree,4,False,-161.43837326778194,31.410320673606428,False,True,-10.0,2.0,5.0
LunarLander-v2,decision_tree,4,True,-55.851479577220125,31.83486166264333,False,True,-10.0,2.0,5.0
LunarLander-v2,decision_tree,6,False,-86.7294760450415,31.400413975751853,False,True,-10.0,2.0,5.0
LunarLander-v2,decision_tree,6,True,-27.429091650416908,31.001020127695785,False,True,-10.0,2.0,5.0
LunarLander-v2,decision_tree,8,False,-21.84250419998919,31.33948745245781,False,True,-10.0,2.0,5.0
LunarLander-v2,decision_tree,8,True,-25.728014227932988,31.200675380922917,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_logistic,2,False,57.12710763811402,26.24623307293448,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_logistic,2,True,78.6332256882244,25.807713192624927,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_logistic,4,False,97.72169253353054,53.49218795097044,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_logistic,4,True,127.8927477943005,54.60017793951605,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_logistic,6,False,102.925878710425,47.186989740151034,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_logistic,6,True,148.58939094230084,53.53291308194621,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_logistic,8,False,130.48365789004166,54.80956666585365,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_logistic,8,True,134.66810528141913,55.503694963548725,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_ridge,2,False,81.69156084961315,49.249093378375285,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_ridge,2,True,84.51554318193067,49.20050008052485,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_ridge,4,False,87.11932648729535,70.49837145607499,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_ridge,4,True,86.89654457920584,77.65949553239017,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_ridge,6,False,61.676205429840046,79.44924923852173,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_ridge,6,True,91.50080642477077,78.57334796342683,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_ridge,8,False,12.077420257012955,76.30360155081459,False,True,-10.0,2.0,5.0
LunarLander-v2,linear_tree_ridge,8,True,87.8319319038548,69.72147329525392,False,True,-10.0,2.0,5.0
LunarLander-v2,DDQN,,,113.19046571990887,46.36531008557774,False,True,-10.0,2.0,10.0
LunarLander-v2,decision_tree,1,False,-114.91086240708128,32.28141373527135,False,True,-10.0,2.0,10.0
LunarLander-v2,decision_tree,1,True,-151.15390675687297,32.077550557284866,False,True,-10.0,2.0,10.0
LunarLander-v2,linear_tree_logistic,1,False,117.43761279878916,15.110361407137214,False,True,-10.0,2.0,10.0
LunarLander-v2,linear_tree_logistic,1,True,67.7113464910778,14.952219086734809,False,True,-10.0,2.0,10.0
LunarLander-v2,linear_tree_ridge,1,False,189.4465535661566,39.362886549562866,False,True,-10.0,2.0,10.0
